id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7034114,Spacious and Sunny Noe Valley Gem!,8280568,Barbara,?,Noe Valley,37.74736271,-122.4248953,Private room,125,1,11,5/15/2016,0.95,3,0
13603043,Designer One Bedroom Apartment in Noe Valley!,2019781,Shalini,?,Noe Valley,37.75388119,-122.4322871,Entire home/apt,150,2,1,6/25/2016,1,1,31
5345792,Private room: Castro/ Dolores Park,4253502,Leo,?,Noe Valley,37.75613421,-122.4308102,Private room,165,3,52,6/11/2016,3.22,1,319
1806260,Room With A View,1938537,Raj,?,Noe Valley,37.75572751,-122.4275933,Private room,140,3,18,6/17/2016,0.86,1,348
6425800,"Private 2nd fl, 1 Bdr, 1 Bath",33531559,Melissa,?,Noe Valley,37.75085736,-122.4314684,Private room,158,2,14,5/20/2016,1.14,1,335
413663,Luxury PanoView NoeValley Penthouse,1371146,Alex,?,Noe Valley,37.7498726,-122.4402748,Entire home/apt,189,1,63,2/28/2016,1.36,1,365
13061371,Luxury Twin Peaks Woodland Retreat with Views!,72347089,Marcy,?,Noe Valley,37.74785699,-122.4438336,Entire home/apt,350,1,2,6/19/2016,2,1,42
4263821,Bright small room with garden view,335127,Irene,?,Noe Valley,37.75092994,-122.4270217,Private room,70,1,38,6/26/2016,4.03,4,244
4311670,Cool Victorian in Cool Neighborhood,3228078,Marla,?,Noe Valley,37.75297198,-122.4272473,Private room,100,1,11,5/7/2016,0.54,3,292
4730653,Private Noe Valley Cabana w/Gym,6495911,Georg,?,Noe Valley,37.74930793,-122.435677,Entire home/apt,149,2,65,6/27/2016,3.64,1,344
12025995,"Central, Comfy 1 BD/BA Noe Valley 2",5642683,Basil,?,Noe Valley,37.75225296,-122.432181,Entire home/apt,248,2,7,6/18/2016,2.41,3,323
6864929,Newly Renovated in Noe Valley,35710779,Becky,?,Noe Valley,37.74576386,-122.4265036,Entire home/apt,725,7,0,,,1,0
946108,Large Noe Valley private room!,5125608,Heather,?,Noe Valley,37.75109295,-122.4377948,Private room,70,2,8,2/6/2016,0.2,1,182
10923969,Kid Friendly Home in San Francisco!,56494045,Amy And Kristin,?,Noe Valley,37.74352967,-122.4303519,Entire home/apt,450,1,0,,,2,0
3862478,Penthouse Home with Panoramic Views,19935364,James,?,Noe Valley,37.74491267,-122.4326919,Entire home/apt,435,1,1,8/23/2014,0.04,2,0
11513893,Summer Fun in Noe Valley,47074041,Taylor,?,Noe Valley,37.75324206,-122.4374017,Entire home/apt,375,3,1,6/17/2016,1,1,46
602535,Charming Victorian in Vibrant Noe,2981490,Sabra,?,Noe Valley,37.74365566,-122.429925,Entire home/apt,400,5,7,12/27/2015,0.15,1,159
3999832,Large private room & bath near historic Castro,10349120,Pavan,?,Noe Valley,37.75565014,-122.4411424,Private room,149,2,3,2/16/2015,0.16,1,143
1831498,Delightful Noe Valley House,1196199,Roy,?,Noe Valley,37.74666075,-122.4347182,Entire home/apt,350,4,4,7/15/2015,0.13,1,0
307837,"Lovely, garden studio apartment",1583952,Ellen,?,Noe Valley,37.75131,-122.4369962,Entire home/apt,159,7,29,5/29/2016,0.58,1,253
10711848,"Sunny, modern, city cottage",5257417,Kyle,?,Noe Valley,37.7551425,-122.4340897,Entire home/apt,400,1,0,,,1,0
9925438,Noe Valley - Modern w/ deck & yard,11160515,Travis,?,Noe Valley,37.74803466,-122.4427986,Entire home/apt,300,1,0,,,1,0
8565766,Secluded Noe Valley w Deck/Parking,1257432,Rebecca,?,Noe Valley,37.75635376,-122.4401056,Entire home/apt,200,30,0,,,7,346
1302020,Noe V./Mission Remodeled Victorian,2365900,Jason,?,Noe Valley,37.75393935,-122.426403,Entire home/apt,900,3,0,,,1,191
1992217,Sweeping Views and Dolores Park Pad,10271221,Peter,?,Noe Valley,37.75618986,-122.4288093,Private room,149,2,162,6/16/2016,5.23,1,359
4322718,Charming Noe Valley Garden Flat,22444030,Alana,?,Noe Valley,37.74941355,-122.4410696,Entire home/apt,250,2,2,11/8/2015,0.2,1,77
472470,Noe Valley Victorian ,645605,Reza,?,Noe Valley,37.75321437,-122.4280099,Entire home/apt,400,7,33,8/26/2015,0.67,1,354
9844630,Large room w. pvt balcony & ensuite,1902653,Justin,?,Noe Valley,37.75297328,-122.4355783,Private room,170,7,1,3/17/2016,0.28,2,0
7956995,Cozy Master: 4 mins walk to Muni,5959211,Kat,?,Noe Valley,37.75231113,-122.4370576,Private room,75,2,7,6/23/2016,0.69,1,244
4532551,Private Noe Valley Guest Suite,23500389,Donna,?,Noe Valley,37.75222671,-122.428562,Entire home/apt,219,3,55,6/8/2016,2.92,1,255
13694975,Noe Valley Garden Flat,6224463,Phil,?,Noe Valley,37.74790506,-122.4274639,Entire home/apt,395,1,0,,,1,16
13264260,4 Bedrooms 4 1/2 bath View home in a great area,20900027,Noe,?,Noe Valley,37.7557438,-122.4346681,Entire home/apt,700,3,2,6/25/2016,2,1,138
11942127,Bright Condo with Nice Views & Deck,2798147,Marie,?,Noe Valley,37.7430714,-122.4303353,Entire home/apt,260,2,1,5/15/2016,0.61,1,3
10058059,Charming cozy condo in Noe Valley!,27460984,Elyse,?,Noe Valley,37.75297548,-122.4395734,Entire home/apt,125,30,2,5/11/2016,0.95,1,256
6764924,Victorian Home in Noe Valley,35415458,Katherine,?,Noe Valley,37.74243715,-122.424268,Entire home/apt,250,5,4,8/12/2015,0.34,1,0
6437264,Apartment + Loft overlooking SF,33605598,Cyrus,?,Noe Valley,37.74850176,-122.4355906,Entire home/apt,225,1,119,6/30/2016,9.37,1,67
9435665,Sunny Corner Noe Valley Victorian,48905746,Maria,?,Noe Valley,37.74687268,-122.4283969,Private room,85,1,46,6/27/2016,6.42,3,1
1030703,Lovely and spacious Noe Valley home,5672005,Jean-Claude,?,Noe Valley,37.75232883,-122.428341,Entire home/apt,400,4,8,6/18/2016,0.22,1,178
11532945,Garden Apt. in Beautiful Noe Valley,27335724,Alex,?,Noe Valley,37.74459688,-122.4275847,Entire home/apt,180,3,2,6/11/2016,2,1,11
7129539,"Small, private Noe Valley apartment",33437796,Dominic,?,Noe Valley,37.74720328,-122.4341374,Entire home/apt,119,1,96,6/17/2016,8,1,15
2804167,Noe Valley 1 BR Apartment,14344337,Raul,?,Noe Valley,37.7439369,-122.431243,Entire home/apt,245,1,34,6/29/2016,3.52,1,348
2947746,Lovely sunlit room in Noe - Views!,15047866,Michelle & Ben,?,Noe Valley,37.75043334,-122.4339866,Private room,128,1,108,6/13/2016,4.11,1,351
2112336,Beautiful private bedroom and bath,10769869,Diksha,?,Noe Valley,37.74371981,-122.4275703,Private room,135,30,42,10/30/2015,1.5,2,170
10599384,Walkers' Paradise in Noe Valley UPR,36763152,Alex,?,Noe Valley,37.75064512,-122.4287301,Private room,110,30,2,5/25/2016,0.72,2,316
6348742,Charming spacious Noe Valley Apt,17187571,Lloyd,?,Noe Valley,37.75326232,-122.43598,Entire home/apt,279,3,25,6/28/2016,1.98,1,310
108535,Canto Uccello,127367,Annette,?,Noe Valley,37.74877853,-122.4261578,Entire home/apt,175,7,11,11/18/2015,0.18,25,330
1385823,"Noe Studio, private entrance & bath",3403409,Thomas,?,Noe Valley,37.74712504,-122.4348416,Private room,119,3,51,6/5/2016,1.43,1,312
2424012,"Airy 2BR Victorian home, Castro/Noe",239808,Andrew,?,Noe Valley,37.75223246,-122.4405977,Entire home/apt,190,1,6,2/5/2016,0.23,1,0
483544,San Francisco/Noe Valley2 brm flat ,2393798,Lydia,?,Noe Valley,37.74993656,-122.4357696,Entire home/apt,245,2,112,5/6/2016,2.37,1,251
10452379,Noe Valley 1bdrm sleeps 4 Lower level,53845888,Jack,?,Noe Valley,37.75404291,-122.4293001,Entire home/apt,150,30,2,5/1/2016,0.5,2,149
2178503,Cozy studio in Noe Valley,11111510,Michelle,?,Noe Valley,37.74594358,-122.4305433,Entire home/apt,155,2,45,6/29/2016,1.67,1,247
702461,Modern  Jr 1BR in San Francisco,1886352,Yelena And Gary,?,Noe Valley,37.75588464,-122.4370519,Entire home/apt,139,30,78,5/22/2016,2.97,4,56
3636803,Quiet Getaway with Beautiful Views,6312970,Sara And Philip,?,Noe Valley,37.74595705,-122.4334409,Entire home/apt,360,4,12,1/16/2016,0.54,1,0
12156553,Charming Victorian Apartment,1154836,Ginger,?,Noe Valley,37.75136078,-122.4293715,Entire home/apt,200,3,1,5/31/2016,0.91,1,323
6677173,"Luxurious Hip Victorian home, Remodeled",972289,Dan,?,Noe Valley,37.74793767,-122.4349958,Entire home/apt,640,3,20,6/18/2016,1.74,2,365
1598170,4BR Executive/Family*IDEAL Noe VLY ,8520365,Teresa,?,Noe Valley,37.74516557,-122.4254796,Entire home/apt,550,5,22,2/11/2016,0.67,2,175
7012313,Walkers' Paradise in Noe Valley LWR,36763152,Alex,?,Noe Valley,37.75072854,-122.4264692,Private room,110,30,3,3/19/2016,0.27,2,156
3325741,Nice room--walk to Castro and Noe,6777297,Robert And Juan Carlos,?,Noe Valley,37.75525157,-122.4399472,Private room,79,1,80,6/28/2016,3.4,1,55
1589073,Stylish modern home in the Castro,8477538,Mellyn,?,Noe Valley,37.75591314,-122.4308405,Entire home/apt,195,3,8,9/19/2015,0.24,1,243
589676,Lovely room with Private Bath,335127,Irene,?,Noe Valley,37.7503639,-122.4262059,Private room,110,1,22,6/26/2016,3.71,4,98
8793569,Noe Valley Room w/ private entrance,23679441,James,?,Noe Valley,37.75612266,-122.4258762,Private room,134,3,9,6/21/2016,1.58,1,349
9682877,"Pleasant 2 BR, 2 BA Noe Valley flat",7920864,Ophir,?,Noe Valley,37.75325078,-122.4401126,Entire home/apt,225,3,19,6/29/2016,2.79,1,294
4907924,Beautiful Victorian: Bed/Bath ,96655,Maryam,?,Noe Valley,37.75272934,-122.4411298,Private room,99,29,31,5/18/2016,1.75,4,67
8964884,New contemporary home,36355733,Kien,?,Noe Valley,37.75591489,-122.4401987,Private room,150,2,3,4/15/2016,0.49,1,207
4678599,"Sunny Victorian House, Kids Welcome",3092240,Cooper,?,Noe Valley,37.74951021,-122.4394747,Entire home/apt,195,4,3,6/13/2016,0.51,1,0
7807992,Quiet room with Garden View,41101439,Meghna,?,Noe Valley,37.7466604,-122.4346039,Private room,48,4,14,5/18/2016,1.31,2,3
3630122,"Heartfelt Space, Great Noe Location",2544554,Joel,?,Noe Valley,37.75160582,-122.4300998,Entire home/apt,675,5,0,,,4,353
4416566,"Panoramic views,Luxurious Apartment",19935364,James,?,Noe Valley,37.7463956,-122.432061,Entire home/apt,189,1,9,6/19/2016,0.66,2,307
2686955,Light Noe Valley Studio,13754570,Charlie,?,Noe Valley,37.74395104,-122.434121,Entire home/apt,135,5,64,6/30/2016,2.52,1,273
12025727,"Central, Comfy 1 BD/BA Noe Valley 1",5642683,Basil,?,Noe Valley,37.75218016,-122.4320219,Entire home/apt,248,2,4,6/4/2016,1.29,3,321
6238514,Noe Valley 2 bedroom retreat,6249565,Michael,?,Noe Valley,37.74714549,-122.430588,Entire home/apt,300,1,22,7/1/2016,1.65,1,306
10861791,Local living in Noe Valley,23331893,Nadia,?,Noe Valley,37.74941509,-122.4263573,Entire home/apt,499,3,0,,,1,0
13286621,Wonderful one bedroom apt in SF!,2741839,Dara,?,Noe Valley,37.75309614,-122.4342391,Entire home/apt,110,3,0,,,1,274
10451690,Chic Top Flat in the Heart of Noe,53845888,Jack,?,Noe Valley,37.74331675,-122.4252585,Entire home/apt,150,30,2,3/16/2016,0.48,2,150
6273745,Beautiful 3bd Noe Valley Home,28945865,Eric,?,Noe Valley,37.7514352,-122.4416798,Entire home/apt,350,3,4,8/10/2015,0.29,1,2
9075255,South Noe Valley 1 Bedroom,9880756,Michelle,?,Noe Valley,37.74201031,-122.4282005,Entire home/apt,139,4,23,6/8/2016,3.3,1,48
9608262,Quiet Noe Valley / Mission Hideaway,49716827,Mike,?,Noe Valley,37.74936681,-122.425087,Entire home/apt,148,1,10,5/31/2016,1.38,1,0
8101619,"Private, Garage, Deck, sleeps 6",41101439,Meghna,?,Noe Valley,37.74551885,-122.4349934,Entire home/apt,250,1,11,6/23/2016,1.14,2,14
46864,Noe Valley flat,124303,Moe,?,Noe Valley,37.7529765,-122.4318254,Entire home/apt,180,5,15,6/12/2016,0.22,1,365
488297,3BR SF View Apt,1261971,Chanda + Craig,?,Noe Valley,37.75613346,-122.440661,Entire home/apt,399,3,108,6/17/2016,2.18,1,81
9797058,Mid Century Cottage and Garden,7387356,Danielle,?,Noe Valley,37.75029443,-122.4281801,Entire home/apt,105,1,9,4/23/2016,1.32,1,10
2061134,Modern City Luxury - One-Bedroom,10549239,Kristy And Jason,?,Noe Valley,37.75226228,-122.4276319,Entire home/apt,140,3,5,9/25/2015,0.26,1,0
5632275,PRIVATE 1BR FLAT IN SUNNY NOE,20672353,Sarah,?,Noe Valley,37.75437318,-122.4295364,Entire home/apt,165,3,38,7/1/2016,2.57,1,284
1110001,"Charming, Cozy, Beautiful Home",1479905,Samantha,?,Noe Valley,37.74356444,-122.4290836,Entire home/apt,158,3,50,6/19/2016,1.42,2,69
12754647,Private Room / Bath in Noe Valley,2625106,Dennis,?,Noe Valley,37.7551041,-122.4390713,Private room,100,7,0,,,1,283
11824639,Room on Top of San Francisco,15351267,Amelie,?,Noe Valley,37.74533105,-122.4318299,Private room,180,1,1,4/29/2016,0.46,1,0
3032974,Noe Valley SF house for Super Bowl,15449537,Genie,?,Noe Valley,37.74862498,-122.4290514,Entire home/apt,2000,5,0,,,1,0
13619870,The Pink House-East Bedroom,2234076,Kevin,?,Noe Valley,37.74562044,-122.4295463,Private room,78,1,0,,,2,305
8187584,"Prvt. Entrance, Bath & Kitchenette",41368046,Edward,?,Noe Valley,37.74843675,-122.4281972,Private room,126,2,52,7/1/2016,5.23,1,46
1001415,Modern Hideaway,648553,Julie & Brad,?,Noe Valley,37.75632347,-122.4266735,Entire home/apt,275,6,30,5/21/2016,0.83,3,203
650082,"St. Paul's Flat, Great Noe Location",127367,Annette,?,Noe Valley,37.74248691,-122.4282712,Entire home/apt,150,18,10,10/25/2014,0.22,25,365
7679393,SF city views in Noe Valley!,1526465,Patrick,?,Noe Valley,37.75391849,-122.4296615,Entire home/apt,150,2,2,10/12/2015,0.22,1,198
11971314,Large bedroom in sunny Noe apartment,38307539,Tess,?,Noe Valley,37.74392436,-122.4282226,Private room,88,2,0,,,1,6
9067632,Sunny twin bedroom overlooks garden,20953000,Amy,?,Noe Valley,37.74389699,-122.4254731,Private room,84,1,33,6/19/2016,4.09,2,261
5478400,"Private Suite, Bath & Entrance",997788,An,?,Noe Valley,37.75514952,-122.4372549,Private room,135,1,28,6/25/2016,2.17,2,318
5204043,San Francisco  2 bedroom retreat,25711525,Tristan,?,Noe Valley,37.75618103,-122.4291305,Entire home/apt,300,1,40,6/23/2016,2.51,1,289
13084294,Hip Art deco 1 bdr-  Sunny Mission Dolores,72600142,Jay,?,Noe Valley,37.75545038,-122.4268132,Entire home/apt,190,3,0,,,1,29
7939396,1 bedroom Victorian flat in Noe,41870097,Meg,?,Noe Valley,37.74665143,-122.4250006,Entire home/apt,200,4,0,,,1,0
10826403,One Bed One Bath in Noe Valley,33396252,Ramsey,?,Noe Valley,37.74369622,-122.4277609,Entire home/apt,500,1,0,,,1,0
4501272,Noe Valley Apt - Best Views in SF! ,4834973,Chelsea,?,Noe Valley,37.75371393,-122.4422226,Private room,180,1,4,10/25/2015,0.33,1,0
4663132,Zen Noe Valley 3+ bedrooms w/ Views,10924383,Mark,?,Noe Valley,37.74497791,-122.432745,Entire home/apt,575,3,9,2/8/2016,0.46,2,289
10985158,Cozy 1 Bedroom for Super Bowl,32632070,Tim,?,Noe Valley,37.75034093,-122.4337287,Private room,300,1,0,,,1,0
8595304,Private Room In Single Family House,4033641,Christina,?,Noe Valley,37.74675847,-122.4375763,Private room,225,3,0,,,2,364
301991,"Noe-Mission sleeps 7, great views",1300431,Kate & Yogesh,?,Noe Valley,37.75002831,-122.4255437,Private room,325,2,2,9/27/2015,0.2,2,0
10838646,New Apartment in Noe Valley/Mission,2580682,Denise,?,Noe Valley,37.75280913,-122.4261538,Entire home/apt,450,1,0,,,1,0
1106534,Private Cottage,6074928,Rachel,?,Noe Valley,37.74552714,-122.4380539,Entire home/apt,259,2,52,6/27/2016,1.41,1,285
8053292,Charming 1BR/1BA Noe Valley Apt,27785687,Naheed,?,Noe Valley,37.7514367,-122.4427369,Entire home/apt,145,3,25,6/15/2016,2.41,1,119
3105361,Beautiful Condo in the Heart of SF,15396421,Breedeen,?,Noe Valley,37.75229278,-122.431246,Entire home/apt,250,2,32,5/16/2016,1.31,1,28
10544737,Hot Tub Cottage with SF VIEWS!,54376687,Hilary,?,Noe Valley,37.74504632,-122.4313278,Entire home/apt,150,2,7,6/19/2016,1.75,1,79
11068580,Cozy Apt in Noe Valley. SB 50!!,20579900,Colleen,?,Noe Valley,37.74680726,-122.432455,Entire home/apt,400,1,0,,,1,0
3630011,Bedroom in Heart of Noe,2544554,Joel,?,Noe Valley,37.75295198,-122.429353,Private room,185,2,5,5/13/2016,0.22,4,354
13395948,Charming Top Floor Noe Valley Flat,23491567,Anastasia,?,Noe Valley,37.742663,-122.4257961,Entire home/apt,225,5,0,,,1,0
4874052,Gorgeous Sunny Spacious Private 2BR,7466708,Debra,?,Noe Valley,37.75077987,-122.4395153,Entire home/apt,250,3,3,4/23/2016,0.17,1,247
728884,Spacious 2BR in Noe with Parking,3729230,Grace & Steve,?,Noe Valley,37.75305421,-122.4346487,Entire home/apt,300,2,16,6/26/2016,3.31,2,310
9346814,Noe Valley Studio,42922912,Anna,?,Noe Valley,37.74934509,-122.4283794,Entire home/apt,425,5,0,,,2,0
4531215,BayView Suite,21506398,Rob/Walt,?,Noe Valley,37.75308563,-122.4281436,Entire home/apt,269,2,2,1/15/2016,0.1,3,182
4121114,Noe Vly Victorian w/Twin Peaks View,18151037,Valerie,?,Noe Valley,37.75240992,-122.4370686,Private room,145,2,45,5/31/2016,2.3,6,244
5094146,Charming Sun-Room with Futon,304426,Abhay,?,Noe Valley,37.74215852,-122.430114,Private room,65,1,53,6/24/2016,3.08,2,320
6677011,Stunning 2bd Luxury Noe Valley Flat,128003,Alex,?,Noe Valley,37.75013072,-122.4364581,Entire home/apt,295,5,8,5/24/2016,0.69,2,345
5247898,Room Close To Central San Francisco,26932354,Ali,?,Noe Valley,37.74598096,-122.4250294,Private room,109,3,37,6/24/2016,3.17,1,18
8085920,Gorgeous Views: Room and an office,96655,Maryam,?,Noe Valley,37.75345398,-122.4419578,Private room,175,4,1,10/5/2015,0.11,4,0
1763420,Stunning 2 bed condo (Noe Valley),6030147,Robby,?,Noe Valley,37.74299388,-122.4316957,Entire home/apt,150,2,1,1/4/2014,0.03,1,239
13753893,Noe Valley Private entrance room and Living room.,80603317,Almudena,?,Noe Valley,37.74856282,-122.4301689,Private room,95,1,0,,,1,10
515588,Dolores Park Apt with Bay View,286661,Matthew,?,Noe Valley,37.75589431,-122.4273237,Entire home/apt,170,3,4,1/3/2016,0.08,1,0
9494980,Entire condo available August 12-20,14766201,Tom,?,Noe Valley,37.74671426,-122.4431565,Entire home/apt,300,1,0,,,1,9
4463263,Beautiful Noe Valley Victorian 3 Bedrooms,18151037,Valerie,?,Noe Valley,37.75375192,-122.4370895,Entire home/apt,350,3,32,6/6/2016,1.74,6,234
515430,Studio Cottage Noe Valley SF,2538784,Christa,?,Noe Valley,37.74440717,-122.4282586,Entire home/apt,179,2,161,6/27/2016,3.3,1,295
727969,Lovely Garden Suite in Sunny Noe  ,3729230,Grace & Steve,?,Noe Valley,37.75353962,-122.4337165,Entire home/apt,200,1,125,6/17/2016,2.77,2,306
5317789,Sunny Home in Noe with Garden Oasis,5415942,Josiane,?,Noe Valley,37.74731007,-122.4326377,Private room,150,1,10,7/3/2015,0.69,1,337
13474702,Entire Victorian House in San Francisco,77105222,Emily,?,Noe Valley,37.75295254,-122.4400595,Entire home/apt,350,3,0,,,1,18
6953447,1BD/1BA in charming Noe Valley (SF),36463274,Nicole,?,Noe Valley,37.7526794,-122.4263257,Entire home/apt,150,3,1,6/29/2015,0.08,1,0
10410858,"Modern Condo, Spectacular Kitchen",6327604,Maya,?,Noe Valley,37.75558125,-122.4268563,Entire home/apt,450,1,3,4/14/2016,0.93,1,7
10594571,Noe Valley home with Garage/Hot tub,3729133,Shay,?,Noe Valley,37.74597186,-122.4362713,Entire home/apt,479,4,0,,,1,304
10164950,Grand Noe Valley Home,52179965,Jo Anne,?,Noe Valley,37.75602413,-122.4301162,Entire home/apt,400,3,8,4/5/2016,1.29,1,182
11459095,"Clean, cozy, & bright modern room KING bed, VIEWS",18474672,Farzad,?,Noe Valley,37.74915013,-122.442346,Private room,100,3,9,6/21/2016,2.76,2,49
9752333,Noe Valley Garden Ste Private Entry,22498293,Peg,?,Noe Valley,37.74559765,-122.4323022,Entire home/apt,135,2,41,6/29/2016,6.58,1,231
8482762,Unique room in a Noe Valley house.,13005900,Olivier And Alexandra,?,Noe Valley,37.74951642,-122.4363932,Private room,110,3,1,9/25/2015,0.11,3,0
10885556,Noe Valley/Castro apt. with a view,17933780,Anthony,?,Noe Valley,37.74670225,-122.4357922,Private room,150,1,4,3/17/2016,0.82,1,0
6248937,Noe Valley Victorian Gem,557547,Tara,?,Noe Valley,37.74806175,-122.4279357,Entire home/apt,650,5,2,4/1/2016,0.17,1,3
5364086,"Grand View, Bright Haven",22379731,Jonah,?,Noe Valley,37.75213026,-122.4409738,Entire home/apt,275,2,10,6/23/2016,0.65,2,178
5454228,Beautiful Modern 2 bedroom apt,10769869,Diksha,?,Noe Valley,37.74283931,-122.4273184,Entire home/apt,215,3,1,5/26/2015,0.07,2,0
4643186,"Adorable Apt, Noe Valley, Walkable",4227980,Rodney,?,Noe Valley,37.75064291,-122.430653,Entire home/apt,150,3,2,1/2/2016,0.11,1,30
129515,Cozy  & Sweet Studio - Private,638809,Elke,?,Noe Valley,37.74977218,-122.4399332,Private room,95,5,71,9/24/2015,1.15,1,182
13396467,Top Floor Condo in 1922 Edwardian,12152426,Paul,?,Noe Valley,37.74386486,-122.4282123,Entire home/apt,224,2,0,,,1,8
1792352,Large Cozy Room in Sunny Noe Valley,341566,Kim,?,Noe Valley,37.74375828,-122.4256287,Private room,90,3,0,,,1,0
6331695,Cozy Place in Noe Valley,14063841,Danielle,?,Noe Valley,37.74206855,-122.4306852,Entire home/apt,170,1,91,6/29/2016,7.15,1,111
8592609,Sunny Noe Cottage Corporate Housing,1678230,Jenny & Norbert,?,Noe Valley,37.75477117,-122.4270921,Entire home/apt,189,30,2,5/31/2016,0.39,2,323
39174,Bette's New Place,127367,Annette,?,Noe Valley,37.74830167,-122.424885,Entire home/apt,140,18,17,1/8/2016,0.29,25,276
728585,Clipper Street Cottage,3780377,Doug,?,Noe Valley,37.74935445,-122.4353184,Private room,139,3,125,6/27/2016,2.76,1,315
4315205,Large Garden Apt in Noe Valley,22401530,Greg & Joe,?,Noe Valley,37.74361907,-122.4348744,Entire home/apt,199,3,53,3/22/2016,2.78,1,182
8525901,"Penthouse, 2 Decks and Views",5467747,Diane,?,Noe Valley,37.75465348,-122.4391737,Entire home/apt,190,1,4,1/26/2016,0.53,2,183
3957762,Cozy Futon in Warmth of Noe Valley,2544554,Joel,?,Noe Valley,37.75312758,-122.4296898,Private room,176,2,1,9/19/2015,0.1,4,365
6609412,Noe Valley urban retreat,12922607,Stephanie,?,Noe Valley,37.74809878,-122.4281335,Entire home/apt,1000,1,10,6/27/2016,0.78,1,13
567239,Peaceful  Noe Valley Refuge,1772044,Judy,?,Noe Valley,37.74472431,-122.4369879,Private room,89,1,289,6/28/2016,6,2,247
9476010,Modern Noe Home w/Stunning Views,1577584,Lauren & Mitch,?,Noe Valley,37.74920071,-122.4406443,Entire home/apt,450,2,6,3/20/2016,0.83,2,7
3506164,The Emerald Garden,46,Elizabeth,?,Noe Valley,37.751263,-122.4260601,Entire home/apt,200,2,135,6/17/2016,5.7,1,292
2430698,Gorgeous cottage in the heart of SF,6846909,Nisha,?,Noe Valley,37.75512144,-122.4295097,Entire home/apt,135,4,4,4/8/2016,0.15,1,0
10901215,Spacious Noe Valley Home SF,56494045,Amy And Kristin,?,Noe Valley,37.74381934,-122.4297953,Entire home/apt,450,3,0,,,2,0
350391,â€¢ Spectacular View Penthouse & Ensuite Bath,1781314,James,?,Noe Valley,37.74603493,-122.4371463,Private room,172,3,102,6/28/2016,1.93,1,76
5846567,"Convenient, Comfortable Cole Valley",514390,Austin,?,Inner Sunset,37.76377141,-122.4531731,Entire home/apt,550,1,1,6/1/2015,0.08,1,0
6573762,Charming San Francisco rental,21810946,Alfonso,?,Inner Sunset,37.76155192,-122.465218,Entire home/apt,200,1,0,,,1,0
791034,Garden Apt-Walk to GGatePark & UCSF,3235783,Stuart,?,Inner Sunset,37.76001942,-122.466439,Entire home/apt,124,2,114,5/25/2016,2.95,1,184
3383945,Gorgeous View from Park-Side Apt,8004610,Denis,?,Inner Sunset,37.76435144,-122.453247,Private room,120,1,6,3/25/2016,0.25,1,182
12846271,Easy Access to Everything,70159165,David,?,Inner Sunset,37.7511931,-122.4668381,Private room,80,1,11,6/28/2016,6.23,1,266
6464808,"Big Room, Private Bath, Great Views, Easy Parking",1532097,Kimmy,?,Inner Sunset,37.7534795,-122.4683482,Private room,99,1,59,6/15/2016,4.36,3,328
5696895,"Golden Gate Park, Asian Food",29536420,Claudia,?,Inner Sunset,37.7617236,-122.4748753,Private room,84,1,103,6/29/2016,6.66,1,19
9051991,Spacious Golden Gate Park Studio,39183598,Andrea,?,Inner Sunset,37.76387386,-122.4698029,Entire home/apt,149,1,8,6/24/2016,1,1,348
4663928,Private room in FourStory UCSF home,2328540,Waise Omid,?,Inner Sunset,37.76285132,-122.4542318,Private room,75,2,4,3/4/2016,0.66,1,0
10811734,Large SF apartment near twin peaks!,15586547,Lynn,?,Inner Sunset,37.75767567,-122.4548752,Entire home/apt,150,1,3,2/16/2016,0.61,1,0
1393654,Quiet house in geo center of City,4921,Kevin,?,Inner Sunset,37.7523809,-122.4586718,Private room,88,1,168,6/29/2016,4.76,4,44
8371435,The Loveshack,6663611,Jennifer,?,Inner Sunset,37.76426834,-122.4588114,Private room,100,3,0,,,1,0
9739552,Luxury Condo w jet Swimming Pool,48729965,Enayat,?,Inner Sunset,37.76155864,-122.4683516,Entire home/apt,650,2,1,1/22/2016,0.18,1,365
11910630,Comfortable bedroom in heart of SF,48489770,Santiago,?,Inner Sunset,37.75549198,-122.4551413,Private room,65,7,3,5/28/2016,1.61,1,0
10881185,SB 50: Gorgeous SF House/View,56243554,Chase,?,Inner Sunset,37.75068736,-122.4686287,Entire home/apt,2500,1,0,,,2,0
7228563,Modern Large House with Bay Views close to UCSF,480061,Mike,?,Inner Sunset,37.75328566,-122.4685973,Entire home/apt,340,7,0,,,1,3
1661720,Lovely SF Flat Near GoldenGatePark,8805171,Andrea,?,Inner Sunset,37.76328859,-122.4631708,Entire home/apt,250,3,5,2/9/2016,0.47,1,49
8500048,Midcentury Modern Oasis in Grt Loc!,1371443,Brandi,?,Inner Sunset,37.76104253,-122.4750387,Entire home/apt,198,4,16,6/17/2016,1.71,2,345
10990547,New remodeled house with ocean view,16870222,Yong,?,Inner Sunset,37.75583104,-122.4755717,Entire home/apt,1450,4,0,,,1,0
5151423,A Garden Suite near GG Park & UCSF,21573962,Lily,?,Inner Sunset,37.76541131,-122.4721055,Private room,144,2,19,4/7/2016,1.39,1,139
10881222,Private room near Golden Gate Park,56376652,Lachlan,?,Inner Sunset,37.7574991,-122.4736663,Private room,200,1,0,,,1,0
